#TYPE System.Management.Automation.PSCustomObject
"Time","Type","Message"
"31.12.2020 16:34","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9768, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:34","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9768, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:34","INFO","teacher added to db, id: gibsso504698"
"31.12.2020 16:34","INFO","teacher added to db, id: gibsso504808"
"31.12.2020 16:34","INFO","teacher added to db, id: gibsso504947"
"31.12.2020 16:34","INFO","teacher added to db, id: gibsso504949"
"31.12.2020 16:34","INFO","teacher added to db, id: gibsso505200"
"31.12.2020 16:34","INFO","teacher added to db, id: gibsso505304"
"31.12.2020 16:34","INFO","Class added, classname:RAA20F"
"31.12.2020 16:34","INFO","new cours_class_teacher_assign, coursid:kurs , classid:System.Data.DataRow, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:34","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9773, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:34","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9773, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:34","INFO","teacher added to db, id: gibsso505305"
"31.12.2020 16:34","INFO","Class added, classname:RAA20D"
"31.12.2020 16:34","INFO","new cours_class_teacher_assign, coursid:kurs , classid:System.Data.DataRow, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:34","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9774, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:34","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9774, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:34","INFO","teacher added to db, id: gibsso505306"
"31.12.2020 16:34","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9773, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:34","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9773, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:34","INFO","teacher added to db, id: gibsso505432"
"31.12.2020 16:34","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9759, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:34","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9759, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:34","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9759, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:34","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9759, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:34","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9759, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:34","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9759, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:34","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9759, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:34","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9759, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:34","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9759, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:34","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9759, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:34","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9759, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:34","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9759, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:34","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9759, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:34","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9759, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:34","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9759, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:34","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9759, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:34","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9759, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:34","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9759, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:34","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9759, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:34","INFO","teacher added to db, id: gibsso505683"
"31.12.2020 16:34","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9744, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:34","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9744, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:34","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9744, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:34","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9744, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:34","INFO","teacher added to db, id: gibsso506002"
"31.12.2020 16:34","INFO","teacher added to db, id: gibsso502061"
"31.12.2020 16:34","INFO","teacher added to db, id: gibsso505918"
"31.12.2020 16:34","INFO","teacher added to db, id: gibsso504664"
"31.12.2020 16:36","INFO","teacher added to db, id: gibsso502808"
"31.12.2020 16:36","INFO","teacher added to db, id: gibsso502061"
"31.12.2020 16:36","INFO","teacher added to db, id: gibsso228355"
"31.12.2020 16:36","INFO","Class added, classname:NPR19A"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:System.Data.DataRow, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9775, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9775, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9775, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9775, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9775, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9775, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","teacher added to db, id: gibsso504055"
"31.12.2020 16:36","INFO","Class added, classname:KOE20C"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:System.Data.DataRow, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9776, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9776, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9776, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9776, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9776, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9776, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9776, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9776, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","teacher added to db, id: gibsso500065"
"31.12.2020 16:36","INFO","teacher added to db, id: gibsso317281"
"31.12.2020 16:36","INFO","teacher added to db, id: gibsso500066"
"31.12.2020 16:36","INFO","Class added, classname:PMG20B"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:System.Data.DataRow, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9777, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9777, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9777, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9777, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9777, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9777, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9777, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9777, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9777, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9777, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9777, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9777, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9777, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9777, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9777, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9777, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9777, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9777, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","teacher added to db, id: gibsso124210"
"31.12.2020 16:36","INFO","Class added, classname:INF20B"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:System.Data.DataRow, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9778, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9778, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9778, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9778, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9778, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9778, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9778, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","teacher added to db, id: gibsso240391"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9777, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9777, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9777, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9777, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9777, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9777, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9777, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9777, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9777, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9777, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9777, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","teacher added to db, id: gibsso136301"
"31.12.2020 16:36","INFO","Class added, classname:INF19S"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:System.Data.DataRow, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9779, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9779, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9779, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9779, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9779, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9779, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9779, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9779, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","teacher added to db, id: gibsso500062"
"31.12.2020 16:36","INFO","teacher added to db, id: gibsso299812"
"31.12.2020 16:36","INFO","teacher added to db, id: gibsso213755"
"31.12.2020 16:36","INFO","Class added, classname:INVOL20B"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:System.Data.DataRow, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9780, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","teacher added to db, id: gibsso318277"
"31.12.2020 16:36","INFO","teacher added to db, id: gibsso298143"
"31.12.2020 16:36","INFO","Class added, classname:VWB20C"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:System.Data.DataRow, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9781, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9781, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9781, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9781, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9781, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9781, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9781, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9781, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9781, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9781, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9781, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9781, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9781, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9781, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9781, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9781, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9781, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9781, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9781, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9781, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9781, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","teacher added to db, id: gibsso136693"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9776, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9776, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9776, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9776, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","teacher added to db, id: gibsso134010"
"31.12.2020 16:36","INFO","teacher added to db, id: gibsso130171"
"31.12.2020 16:36","INFO","teacher added to db, id: gibsso297955"
"31.12.2020 16:36","INFO","Class added, classname:PRM20C"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:System.Data.DataRow, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9782, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9782, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9782, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9782, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9782, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9782, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9782, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9782, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9782, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9782, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9782, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","teacher added to db, id: gibsso136663"
"31.12.2020 16:36","INFO","teacher added to db, id: gibsso187489"
"31.12.2020 16:36","INFO","Class added, classname:PME18A"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:System.Data.DataRow, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9783, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9783, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9783, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9783, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9783, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9783, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9783, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9783, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9783, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9783, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9783, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9783, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","teacher added to db, id: gibsso123167"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9781, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9781, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9781, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9781, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9781, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9781, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9781, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9781, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9781, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9781, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9781, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9781, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9781, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9781, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9781, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9781, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9781, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9781, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9781, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9781, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","teacher added to db, id: gibsso213767"
"31.12.2020 16:36","INFO","teacher added to db, id: gibsso317013"
"31.12.2020 16:36","INFO","teacher added to db, id: gibsso127668"
"31.12.2020 16:36","INFO","teacher added to db, id: gibsso139165"
"31.12.2020 16:36","INFO","teacher added to db, id: gibsso249264"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9780, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9780, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9780, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9780, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9780, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9780, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9780, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9780, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9780, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9780, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9780, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","teacher added to db, id: gibsso137264"
"31.12.2020 16:36","INFO","teacher added to db, id: gibsso134907"
"31.12.2020 16:36","INFO","Class added, classname:BM2_TE20B"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:System.Data.DataRow, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9784, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:36","INFO","new cours_class_teacher_assign, coursid:kurs , classid:9784, teacherid:SELECT LAST_INSERT_ID()"
